"","TaxonKey","TaxonName","CommonName","Gear","GearName","bycatch","destruction","FunctionalGroupDescription","fish_type"
"786",605938,"Mustelus asterias","Starry smooth-hound",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"787",600131,"Scomberomorus niphonius","Japanese Spanish mackerel",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"788",501905,"Thunnus","Tuna",1020,"purse seines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"789",400012,"Sphyrnidae","Hammerhead  bonnethead  scoophead shark",1420,"driftnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"790",500477,"Kyphosus","Sea chubs",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"791",601079,"Megalops atlanticus","Tarpon",1420,"driftnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"792",601511,"Sardinella longiceps","Indian oil sardine",1410,"set gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"793",601466,"Sprattus fuegensis","Falkland sprat",1400,"gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"794",490054,"Mytilidae","Sea mussels",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"795",490054,"Mytilidae","Sea mussels",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"796",690053,"Mytilus edulis","Blue mussel",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"797",690692,"Chione stutchburyi","Stutchbury's venus",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"798",400308,"Malacanthidae","Tilefishes",700,"bagnets","low","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"799",602692,"Stenodus leucichthys","Inconnu",1020,"purse seines","low","non-destructive","Large demersals (>=90 cm)","demersal"
"800",300003,"Chimaeriformes","Chimaeras",100,"without gear","low","non-destructive","Large rays (>=90 cm)","pelagic"
"801",600790,"Mullus barbatus barbatus","Red mullet",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"802",607126,"Muraenolepis microps","Smalleye moray cod",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"803",603920,"Hyperoglyphe bythites","Black driftfish",1540,"trammel nets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"804",602669,"Coregonus autumnalis","Arctic cisco",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"805",690176,"Mactra sachalinensis","Hen clam",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"806",400277,"Cottidae","Sculpins",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"807",604552,"Raja brachyura","Blonde ray",900,"seine nets","high","non-destructive","Large rays (>=90 cm)","pelagic"
"808",601336,"Pegusa lascaris","Sand sole",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"809",600236,"Salmo salar","Atlantic salmon",1420,"driftnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"810",600461,"Cheilodactylus variegatus","Peruvian morwong",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"811",100058,"Miscellaneous marine molluscs","Marine molluscs",830,"dredges","high","destructive",NA,"demersal"
"812",600329,"Macruronus magellanicus","Patagonian grenadier",850,"mid-water trawls","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"813",601340,"Phycis blennoides","Greater forkbeard",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"814",602535,"Alopias vulpinus","Thintail thresher",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"815",400277,"Cottidae","Sculpins",1400,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"816",400183,"Gadidae","Cods and haddocks",1400,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"817",600156,"Lutjanus kasmira","Common bluestripe snapper",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"818",400421,"Centrolophidae","Medusafishes",922,"boat seines","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"819",601235,"Sphyraena barracuda","Great barracuda",1020,"purse seines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"820",590083,"Panulirus","Tropical spiny lobsters",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"821",500661,"Trachurus","Jack and horse mackerels",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"822",601759,"Scorpaena scrofa","Largescaled scorpionfish",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"823",502682,"Dicentrarchus","European/spotted seabass",1420,"driftnets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"824",501941,"Harengula","Herring",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"825",400361,"Polynemidae","Threadfins",1410,"set gillnets","high","non-destructive","Small demersals (<30 cm)","demersal"
"826",507720,"Stolephorus","Indo-Pacific anchovies",1410,"set gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"827",290005,"Ascidiacea","Sea squirts",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"828",601235,"Sphyraena barracuda","Great barracuda",424,"troll lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"829",500717,"Myoxocephalus","Sculpins",1400,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"830",690071,"Panulirus argus","Caribbean spiny lobster",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"831",604215,"Citharichthys sordidus","Pacific sanddab",421,"handlines","low","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"832",690617,"Pandalus hypsinotus","Humpback shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"833",590065,"Chionoecetes","Pacific snow crabs",1400,"gillnets","high","non-destructive","Lobsters, crabs","demersal"
"834",600489,"Thyrsites atun","Snoek",420,"with gorges or hooks","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"835",602700,"Argentina silus","Greater argentine",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"836",400080,"Osmeridae","Smelts",1400,"gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"837",400009,"Lamnidae","Mackerel sharks  white sharks",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"838",601508,"Sardinella gibbosa","Goldstripe sardinella",840,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"839",600204,"Sarpa salpa","Salema",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"840",600240,"Oncorhynchus gorbuscha","Pink salmon",1020,"purse seines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"841",600864,"Carcharhinus brachyurus","Copper shark",1420,"driftnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"842",590110,"Busycon","Whelks",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"843",690053,"Mytilus edulis","Blue mussel",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"844",600346,"Lates calcarifer","Barramundi",1400,"gillnets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"845",600306,"Salilota australis","Tadpole codling",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"846",600245,"Oncorhynchus kisutch","Coho salmon",1020,"purse seines","low","non-destructive","Large demersals (>=90 cm)","demersal"
"847",400412,"Acanthuridae","Surgeonfishes  tangs  unicornfishes",500,"traps","high","non-destructive","Small reef assoc. fish (<30 cm)","demersal"
"848",605048,"Arripis trutta","Eastern Australian salmon",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"849",600489,"Thyrsites atun","Snoek",421,"handlines","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"850",100036,"Scombroids","Tunas  bonitos  billfishes",440,"pole line tuna","low","non-destructive",NA,"pelagic"
"851",600111,"Rastrelliger kanagurta","Indian mackerel",1320,"cast nets  with or without pockets","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"852",601756,"Pagrus pagrus","Common seabream",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"853",390017,"Stomatopoda","Mantis shrimps",700,"bagnets","low","non-destructive","Shrimps","demersal"
"854",601593,"Ethmidium maculatum","Pacific menhaden",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"855",657506,"Chelon haematocheilus","So-iny (redlip) mullet",900,"seine nets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"856",690314,"Aequipecten opercularis","Queen scallop",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"857",290004,"Bivalvia","Clams",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"858",604249,"Platichthys stellatus","Starry flounder",421,"handlines","low","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"859",690125,"Homarus gammarus","European lobster",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"860",500467,"Caranx","Jacks",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"861",503124,"Lepidorhombus","Megrims",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"862",300044,"Gadiformes","Cods",1540,"trammel nets","high","non-destructive","Large bathypelagics (>=90 cm)","demersal"
"863",600334,"Hoplostethus atlanticus","Orange roughy",840,"bottom trawls","high","destructive","Medium bathypelagics (30 - 89 cm)","demersal"
"864",690232,"Crassostrea rhizophorae","Mangrove cupped oyster",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"865",600069,"Gadus morhua","Atlantic cod",422,"set lines","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"866",600034,"Pollachius pollachius","Pollack",421,"handlines","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"867",600015,"Epinephelus guttatus","Red hind",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"868",600374,"Decapterus russelli","Indian scad",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"869",590146,"Spisula","Surf clam",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"870",400328,"Lethrinidae","Emperors or scavengers",421,"handlines","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"871",607108,"Chionobathyscus dewitti","Chionobathyscus dewitti",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"872",600548,"Cetengraulis mysticetus","Pacific anchoveta",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"873",602674,"Coregonus nasus","Broad whitefish",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"874",604642,"Galeorhinus galeus","Tope shark",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"875",601366,"Chelidonichthys lucerna","Tub gurnard",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"876",600253,"Osmerus mordax mordax","Atlantic rainbow smelt",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"877",600260,"Harpadon nehereus","Bombay duck",922,"boat seines","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"878",601732,"Mola mola","Ocean sunfish",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"879",602691,"Salvelinus malma malma","Dolly varden",1020,"purse seines","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"880",600066,"Engraulis encrasicolus","European anchovy",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"881",603267,"Regalecus glesne","King of herrings",1020,"purse seines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"882",290012,"Holothuroidea","Sea cucumbers",214,"tongs","low","non-destructive",NA,"demersal"
"883",290006,"Gastropoda","Gastropods",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"884",600513,"Psettodes erumei","Indian spiny turbot",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"885",604458,"Terapon jarbua","Jarbua terapon",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"886",600380,"Trachinotus carolinus","Florida pompano",1400,"gillnets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"887",600482,"Genypterus blacodes","Pink cusk-eel",840,"bottom trawls","high","destructive","Large bathydemersals (>=90 cm)","demersal"
"888",600438,"Dentex macrophthalmus","Large-eye dentex",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"889",601353,"Serranus cabrilla","Comber",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"890",501905,"Thunnus","Tuna",500,"traps","high","non-destructive","Large pelagics (>=90 cm)","demersal"
"891",600119,"Scomberomorus brasiliensis","Serra Spanish mackerel",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"892",602692,"Stenodus leucichthys","Inconnu",1400,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"893",501418,"Microchirus","Iberian soles",840,"bottom trawls","high","destructive","Large reef assoc. fish (>=90 cm)","demersal"
"894",605933,"Mustelus lenticulatus","Spotted estuary smooth-hound",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"895",601773,"Trachinotus ovatus","Derbio",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"896",400308,"Malacanthidae","Tilefishes",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"897",400249,"Zeidae","Dories",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"898",501523,"Nemadactylus","Porae",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"899",601758,"Scorpaena porcus","Black scorpionfish",420,"with gorges or hooks","low","non-destructive","Small demersals (<30 cm)","demersal"
"900",600114,"Sarda orientalis","Striped bonito",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"901",507720,"Stolephorus","Indo-Pacific anchovies",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"902",601938,"Decapterus macrosoma","Shortfin scad",921,"beach seines","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"903",600501,"Sebastes marinus","Ocean perch",1400,"gillnets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"904",690387,"Maja squinado","Spinous spider crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"905",600044,"Aspitrigla cuculus","East Atlantic red gurnard",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"906",600695,"Limanda limanda","Dab",1400,"gillnets","high","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"907",601511,"Sardinella longiceps","Indian oil sardine",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"908",601917,"Caranx sexfasciatus","Bigeye trevally",1410,"set gillnets","high","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"909",602674,"Coregonus nasus","Broad whitefish",1400,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"910",604461,"Epinephelus tauvina","Greasy grouper",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"911",390002,"Teuthida","Squids",400,"Lines","low","non-destructive","Cephalopods","pelagic"
"912",400307,"Sillaginidae","Smelt-whitings",921,"beach seines","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"913",600144,"Thunnus atlanticus","Blackfin tuna",1420,"driftnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"914",300008,"Carcharhiniformes","Ground sharks",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"915",602005,"Antimora rostrata","Blue antimora",900,"seine nets","high","non-destructive","Medium bathypelagics (30 - 89 cm)","pelagic"
"916",690658,"Loligo opalescens","California market squid",850,"mid-water trawls","high","non-destructive","Cephalopods","pelagic"
"917",690010,"Homarus americanus","American lobster",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"918",500468,"Scomberoides","Queenfishes",1420,"driftnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"919",502004,"Seriolella","Barrelfishes",1050,"purse seine tuna","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"920",601734,"Mora moro","Common mora",840,"bottom trawls","high","destructive","Medium bathypelagics (30 - 89 cm)","demersal"
"921",601348,"Psetta maxima","Turbot",1400,"gillnets","high","non-destructive","Large flatfishes (>=90 cm)","demersal"
"922",400009,"Lamnidae","Mackerel sharks  white sharks",1400,"gillnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"923",601044,"Ruvettus pretiosus","Oilfish",422,"set lines","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"924",605098,"Borostomias antarcticus","Borostomias antarcticus",1400,"gillnets","high","non-destructive","Medium bathypelagics (30 - 89 cm)","pelagic"
"925",604708,"Pomadasys jubelini","Sompat grunt",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"926",503328,"Notoscopelus","Lampfish",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"927",600069,"Gadus morhua","Atlantic cod",850,"mid-water trawls","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"928",601288,"Trichiurus lepturus","Largehead hairtail",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"929",600131,"Scomberomorus niphonius","Japanese Spanish mackerel",450,"longline tuna","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"930",604493,"Sphyraena obtusata","Obtuse barracuda",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"931",600912,"Sphyrna lewini","Scalloped hammerhead",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"932",607616,"Dipturus oxyrinchus","Longnosed skate",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"933",600063,"Dicentrarchus labrax","European seabass",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"934",504943,"Pterygotrigla","Pterygotrigla",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"935",100195,"Marine shells nei","Ex Mollusca",830,"dredges","high","destructive",NA,"demersal"
"936",590117,"Mytilus","Mussels",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"937",600382,"Seriola lalandi","Yellowtail amberjack",1400,"gillnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"938",607082,"Pogonophryne permitini","Pogonophryne permitini",420,"with gorges or hooks","low","non-destructive","Small bathydemersals (<30 cm)","demersal"
"939",601664,"Engraulis mordax","Californian anchovy",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"940",600266,"Lutjanus griseus","Grey snapper",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"941",601452,"Chirocentrus nudus","Whitefin wolf-herring",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"942",602005,"Antimora rostrata","Blue antimora",421,"handlines","low","non-destructive","Medium bathypelagics (30 - 89 cm)","pelagic"
"943",600245,"Oncorhynchus kisutch","Coho salmon",850,"mid-water trawls","high","non-destructive","Large demersals (>=90 cm)","pelagic"
"944",600392,"Arripis georgianus","Australian ruff",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"945",602531,"Notorynchus cepedianus","Broadnose sevengill shark",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"946",601661,"Engraulis capensis","Cape anchovy",1410,"set gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"947",601221,"Calamus bajonado","Jolthead porgy",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"948",600106,"Gymnosarda unicolor","Dogtooth tuna",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"949",600114,"Sarda orientalis","Striped bonito",1020,"purse seines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"950",290004,"Bivalvia","Clams",100,"without gear","low","non-destructive","Other demersal invertebrates","demersal"
"951",604642,"Galeorhinus galeus","Tope shark",420,"with gorges or hooks","low","non-destructive","Large sharks (>=90 cm)","pelagic"
"952",690218,"Mytilus coruscus","Korean mussel",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"953",400002,"Myxinidae","Hagfishes",840,"bottom trawls","high","destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"954",690051,"Aristeus antennatus","Blue and red shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"955",690119,"Cancer pagurus","Edible crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"956",690432,"Melicertus latisulcatus","Western king prawn",840,"bottom trawls","high","destructive","Shrimps","demersal"
"957",500646,"Dasyatis","Stingrays",840,"bottom trawls","high","destructive","Large rays (>=90 cm)","demersal"
"958",100058,"Miscellaneous marine molluscs","Marine molluscs",214,"tongs","low","non-destructive",NA,"demersal"
"959",690337,"Mya arenaria","Sand gaper",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"960",600076,"Helicolenus dactylopterus dactylopterus","Blackbelly rosefish",1400,"gillnets","high","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"961",601342,"Pleuronectes platessa","European plaice",840,"bottom trawls","high","destructive","Large flatfishes (>=90 cm)","demersal"
"962",590067,"Geryon","Deepsea crabs",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"963",503028,"Mycteroperca","Cat groupers",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"964",600136,"Scomberomorus sierra","Pacific sierra",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"965",504943,"Pterygotrigla","Pterygotrigla",421,"handlines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"966",600727,"Squatina argentina","Argentine angelshark",1420,"driftnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"967",400002,"Myxinidae","Hagfishes",1400,"gillnets","high","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"968",100176,"Starfish and other echinoderms","Starfishes",120,"by diving","low","non-destructive",NA,"demersal"
"969",600114,"Sarda orientalis","Striped bonito",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"970",490060,"Veneridae","Venus clams",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"971",100039,"Marine fishes not identified","Marine fishes",560,"trapping gear","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"972",500903,"Pagrus","Seabreams (Pagrus spp)",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"973",490011,"Sepiidae","Cuttlefishes",840,"bottom trawls","high","destructive","Cephalopods","demersal"
"974",600785,"Mugil cephalus","Flathead mullet",1400,"gillnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"975",501145,"Pagellus","Pandoras",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"976",607108,"Chionobathyscus dewitti","Chionobathyscus dewitti",1400,"gillnets","high","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"977",600066,"Engraulis encrasicolus","European anchovy",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"978",690379,"Trachysalambria curvirostris","Southern rough shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"979",590014,"Crassostrea","Cupped oysters",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"980",501552,"Nemipterus","Threadfin breams",840,"bottom trawls","high","destructive","Small demersals (<30 cm)","demersal"
"981",606479,"Saurida tumbil","Greater lizardfish",922,"boat seines","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"982",690693,"Venus verrucosa","Warty venus",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"983",603989,"Sebastes pinniger","Canary rockfish",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"984",490036,"Lithodidae","King crabs",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"985",690218,"Mytilus coruscus","Korean mussel",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"986",500142,"Scomber","Mackerels",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"987",601511,"Sardinella longiceps","Indian oil sardine",840,"bottom trawls","high","destructive","Small pelagics (<30 cm)","demersal"
"988",400323,"Lutjanidae","Snappers",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"989",607111,"Cryodraco antarcticus","Cryodraco antarcticus",1400,"gillnets","high","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"990",600066,"Engraulis encrasicolus","European anchovy",1010,"lampara-like nets","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"991",490055,"Pectinidae","Scallops",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"992",604009,"Sebastolobus alascanus","Shortspine thornyhead",1400,"gillnets","high","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"993",600514,"Hippoglossus stenolepis","Pacific halibut",420,"with gorges or hooks","low","non-destructive","Large flatfishes (>=90 cm)","demersal"
"994",290012,"Holothuroidea","Sea cucumbers",110,"grasping with hand","low","non-destructive",NA,"demersal"
"995",690047,"Menippe mercenaria","Black stone crab",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"996",600084,"Aprion virescens","Green jobfish",420,"with gorges or hooks","low","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"997",601530,"Strangomera bentincki","Araucanian herring",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"998",600716,"Lophius piscatorius","Angler",1500,"tangle nets","high","non-destructive","Large bathydemersals (>=90 cm)","demersal"
"999",400145,"Ariidae","Sea catfishes",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"1000",300059,"Scorpaeniformes","Scorpionfishes and flatheads",421,"handlines","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1001",600139,"Squalus acanthias","Piked dogfish",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"1002",490043,"Penaeidae","Penaeid shrimps",840,"bottom trawls","high","destructive","Shrimps","demersal"
"1003",400308,"Malacanthidae","Tilefishes",900,"seine nets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"1004",601047,"Sardinella maderensis","Madeiran sardinella",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1005",690325,"Paralomis aculeata","Red stone crab",551,"pots","high","non-destructive","Lobsters, crabs","demersal"
"1006",601735,"Liza aurata","Golden grey mullet",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"1007",603811,"Anarhichas minor","Spotted wolffish",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"1008",605548,"Scarus ghobban","Blue-barred parrotfish",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"1009",290004,"Bivalvia","Clams",120,"by diving","low","non-destructive","Other demersal invertebrates","demersal"
"1010",600236,"Salmo salar","Atlantic salmon",420,"with gorges or hooks","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
