"Taxonkey","TaxonName","CommonName"
600403,"Cynoscion analis","Peruvian weakfish"
690161,"Jasus verreauxi","Green rock lobster"
600355,"Morone americana","White perch"
690059,"Illex coindetii","Broadtail shortfin squid"
590024,"Eledone","Horned and musky octopuses"
600398,"Plectorhinchus mediterraneus","Rubberlip grunt"
501551,"Calamus","Porgies"
605504,"Chelidonichthys capensis","Cape gurnard"
505799,"Austroglossus","Southern soles"
690206,"Dosidicus gigas","Jumbo flying squid"
100538,"Sharks rays chimaeras","Various sharks"
600321,"Merluccius senegalensis","Senegalese hake"
601084,"Scomberesox saurus saurus","Atlantic saury"
600890,"Pagellus bogaraveo","Blackspot seabream"
690054,"Litopenaeus stylirostris","Blue shrimp"
600149,"Rhinobatos planiceps","Pacific guitarfish"
502790,"Menticirrhus","Kingcroakers"
600338,"Joturus pichardi","Bobo mullet"
600220,"Tetrapturus pfluegeri","Longbill spearfish"
502724,"Oncorhynchus","Pacific salmon"
600094,"Auxis thazard thazard","Frigate tuna"
400509,"Ambassidae","Asiatic glassfishes"
601582,"Alosa mediocris","Hickory shad"
501410,"Salvelinus","Char"
601604,"Dorosoma cepedianum","American gizzard shad"
400412,"Acanthuridae","Surgeonfishes tangs unicornfishes"
613025,"Sparisoma cretense","Parrotfish"
509303,"Phycis","Gunnels forkbeards"
400475,"Hemiramphidae","Halfbeaks"
600031,"Micromesistius poutassou","Blue whiting"
590050,"Murex","Murex shells"
601736,"Liza saliens","Leaping mullet"
600386,"Parona signata","Parona leatherjacket"
600450,"Lithognathus lithognathus","White steenbras"
600950,"Platycephalus indicus","Bartail flathead"
600460,"Nemadactylus bergi","White morwong"
601456,"Etrumeus whiteheadi","Whiteheads round herring"
600449,"Rhabdosargus globiceps","White stumpnose"
501548,"Chrysoblephus","Seabreams"
690309,"Tapes pullastra","Pullet carpet shell"
613139,"Meuschenia scaber","Velvet leatherjacket"
600311,"Urophycis brasiliensis","Brazilian codling"
690674,"Zidona dufresnei","Angulate volute"
600417,"Macrodon ancylodon","King weakfish"
601484,"Opisthonema libertate","Pacific thread herring"
590145,"Solen","Razor clams"
600041,"Arnoglossus laterna","Scaldfish"
590075,"Portunus","Swims crabs"
600547,"Cetengraulis edentulus","Atlantic anchoveta"
601279,"Trachurus picturatus","Blue jack mackerel"
690043,"Pollicipes pollicipes","Barnacle"
690423,"Chlamys varia","Variegated scallop"
690259,"Pecten novaezelandiae","New Zealand scallop"
690253,"Palinurus delagoae","Natal spiny lobster"
690215,"Haliporoides triarthrus","Knife shrimp"
601300,"Ariomma indica","Indian ariomma"
600348,"Epinephelus analogus","Spotted grouper"
603811,"Anarhichas minor","Spotted wolffish"
690049,"Haliotis rubra","Blacklip abalone"
601055,"Saurida undosquamis","Brushtooth lizardfish"
600508,"Pterygotrigla polyommata","Latchet"
400441,"Soleidae","Soles"
600461,"Cheilodactylus variegatus","Peruvian morwong"
600314,"Eleginus nawaga","Navaga"
600468,"Notothenia rossii","Marbled rockcod"
590107,"Lepas","Goose barnacles"
490040,"Scyllaridae","Slipper lobsters"
610256,"Lophius vomerinus","Cape monk"
600018,"Epinephelus striatus","Nassau grouper"
614693,"Merluccius gayi peruanus","Peruvian hake"
600850,"Oblada melanura","Saddled seabream"
690429,"Patinopecten caurinus","Weathervane scallop"
601005,"Seriola dumerili","Greater amberjack"
503580,"Gymnocranius","Large-eye breams"
690227,"Loligo pealeii","Longfin squid"
400364,"Scaridae","Parrotfishes"
601627,"Ilisha elongata","Elongate ilisha"
490061,"Solenidae","Razor clams knife clams"
601625,"Ilisha africana","West African ilisha"
690379,"Trachysalambria curvirostris","Southern rough shrimp"
400185,"Macrouridae","Grenadiers or rattails"
490039,"Palinuridae","Spiny lobsters"
600141,"Scomberomorus tritor","West African Spanish mackerel"
600302,"Conger myriaster","Whitespotted conger"
400186,"Ophidiidae","Cusk-eels"
490041,"Sergestidae","Sergestid shrimp"
600379,"Selene dorsalis","African moonfish"
690185,"Chlamys islandica","Iceland scallop"
600098,"Euthynnus lineatus","Black skipjack"
590067,"Geryon","Deepsea crabs"
690284,"Panopea abrupta","Pacific geoduck"
500327,"Macrourus","Grenadiers"
600259,"Lampanyctodes hectoris","Hectors lanternfish"
624237,"Lepidopsetta bilineata","Rock sole"
600520,"Limanda aspera","Yellowfin sole"
604250,"Pleuronectes quadrituberculatus","Alaska plaice"
590124,"Anadara","Anadara clams"
501345,"Tylosurus","Needlefishes"
590139,"Paphia","Short neck clams"
600116,"Scomber australasicus","Blue mackerel"
501242,"Scatophagus","Scats"
490011,"Sepiidae","Cuttlefishes"
400324,"Nemipteridae","Threadfin breams Whiptail breams"
690356,"Metapenaeus joyneri","Shiba shrimp"
690688,"Paphies australis","Pipi wedge clam"
590128,"Donax","Donax clams"
601641,"Pellona ditchela","Indian pellona"
590116,"Modiolus","Horse mussels"
490052,"Squillidae","Mantis shrimps"
690432,"Melicertus latisulcatus","Western king prawn"
690681,"Thenus orientalis","Flathead lobster"
600322,"Merluccius australis","Southern hake"
600479,"Zoarces viviparus","Viviparous blenny"
500808,"Scolopsis","Monocle breams"
600528,"Austroglossus pectoralis","Mud sole"
400304,"Apogonidae","Cardinalfishes"
500934,"Platax","Batfishes"
601494,"Herklotsichthys quadrimaculatus","Bluestripe herring"
600474,"Champsocephalus gunnari","Mackerel icefish"
690133,"Fenneropenaeus chinensis","Fleshy prawn"
690335,"Pleoticus robustus","Royal red shrimp"
600306,"Salilota australis","Tadpole codling"
601923,"Carangoides bajad","Orangespotted trevally"
690338,"Farfantepenaeus paulensis","Sao Paulo shrimp"
400340,"Ephippidae","Spadefishes batfishes and scats"
600342,"Pentanemus quinquarius","Royal threadfin"
690318,"Pyura stolonifera","Red bait"
690249,"Metanephrops mozambicus","Mozambique lobster"
690433,"Litopenaeus occidentalis","Western white shrimp"
690157,"Pecten jacobaeus","Great Mediterranean scallop"
100139,"Marine fishes not identified","Finfishes"
690430,"Nototodarus sloanii","Wellington flying squid"
600242,"Oncorhynchus masou masou","Cherry salmon"
607045,"Lepidonotothen squamifrons","Grey rockcod"
690334,"Sicyonia brevirostris","Rock shrimp"
690328,"Penaeus penicillatus","Redtail prawn"
601899,"Caranx rhonchus","False scad"
600239,"Oncorhynchus mykiss","Rainbow trout"
601198,"Stromateus fiatola","Blue butterfish"
604959,"Elops lacerta","West African ladyfish"
690400,"Paracentrotus lividus","Stony sea urchin"
690305,"Palinurus mauritanicus","Pink spiny lobster"
600486,"Brotula barbata","Bearded brotula"
600320,"Micromesistius australis","Southern blue whiting"
600327,"Merluccius polli","Benguela hake"
600531,"Stephanolepis cirrhifer","Thread-sail filefish"
600423,"Pteroscion peli","Boe drum"
690343,"Plesiopenaeus edwardsianus","Scarlet shrimp"
690016,"Euphausia superba","Antarctic krill"
605355,"Alosa fallax","Twaite shad"
500122,"Trachinus","Weevers"
600309,"Gadus ogac","Greenland cod"
500144,"Trigla","Gurnards"
600020,"Argentina sphyraena","Argentine"
601574,"Alosa aestivalis","Blueback shad"
690320,"Chaceon quinquedens","Red deepsea crab"
290005,"Ascidiacea","Sea squirts"
490058,"Cardiidae","Cockles"
690381,"Palinurus gilchristi","Southern spiny lobster"
690203,"Cancer borealis","Jonah crab"
490030,"Palaemonidae","Palaemonid shrimps"
605003,"Pomadasys incisus","Bastard grunt"
600394,"Dicentrarchus punctatus","Spotted seabass"
400421,"Centrolophidae","Medusafishes"
600502,"Sebastes entomelas","Widow rockfish"
600503,"Sebastes flavidus","Yellowtail rockfish"
590112,"Ostrea","Flat oysters"
500134,"Scorpaena","Scorpionfish"
607041,"Gobionotothen gibberifrons","Humped rockcod"
400414,"Gempylidae","Snake mackerels"
590147,"Tapes","Tapes clams"
606356,"Acanthopagrus latus","Yellowfin seabream"
601590,"Brevoortia pectinata","Argentine menhaden"
601203,"Diplectrum formosum","Sand seabass"
600530,"Scophthalmus aquosus","Windowpane"
612920,"Kathetostoma giganteum","Giant stargazer"
601519,"Sardinella zunasi","Japanese sardinella"
690613,"Megabalanus psittacus","Giant barnacle"
400595,"Macroramphosidae","Snipefishes"
601722,"Lepidotrigla cavillone","Large-scaled gurnard"
600467,"Dissostichus eleginoides","Patagonian toothfish"
400250,"Oreosomatidae","Oreos"
600334,"Hoplostethus atlanticus","Orange roughy"
400167,"Myctophidae","Lanternfishes"
600372,"Trachurus declivis","Greenback horse mackerel"
400056,"Muraenidae","Moray eels"
501550,"Lithognathus","Steenbras"
509366,"Trematomus","Antarctic rockcods"
501677,"Cantherhines","Filefishes"
600044,"Aspitrigla cuculus","East Atlantic red gurnard"
690364,"Crassostrea iredalei","Slipper cupped oyster"
400382,"Nototheniidae","Cod icefishes"
600477,"Channichthys rhinoceratus","Unicorn icefish"
600432,"Pseudotolithus senegalensis","Cassava croaker"
600475,"Pseudochaenichthys georgianus","South Georgia icefish"
600473,"Chaenocephalus aceratus","Blackfin icefish"
600736,"Squatina squatina","Angelshark"
600854,"Scyliorhinus stellaris","Nursehound"
520007,"Pampus","Silver pomfrets"
600472,"Pleuragramma antarcticum","Antarctic silverfish"
590089,"Haliporoides","Knife shrimps"
600501,"Sebastes marinus","Ocean perch"
490004,"Ommastrephidae","Arrow squids"
600845,"Scyliorhinus canicula","Smallspotted catshark"
602014,"Laemonema longipes","Longfin codling"
500108,"Raja","Skates"
690678,"Glycymeris glycymeris","Dog cockle"
600329,"Macruronus magellanicus","Patagonian grenadier"
600490,"Thyrsitops lepidopoides","White snake mackerel"
500686,"Gaidropsarus","Rocklings"
690693,"Venus verrucosa","Warty venus"
600333,"Macroramphosus scolopax","Longspine snipefish"
601336,"Pegusa lascaris","Sand sole"
600228,"Albula vulpes","Bonefish"
501418,"Microchirus","Iberian soles"
600572,"Labrus bergylta","Ballan wrasse"
602058,"Dipturus batis","Blue skate"
604329,"Raja montagui","Spotted ray"
500646,"Dasyatis","Stingrays"
601696,"Atherina boyeri","Big-scale sand smelt"
690370,"Paralomis granulosa","Softshell red crab"
690420,"Haliotis tuberculata","Tuberculate abalone"
500814,"Scyliorhinus","Lesser catsharks"
590242,"Patella","Limpets"
604988,"Lophius vaillanti","Shortspine African angler"
602059,"Raja clavata","Thornback ray"
490063,"Mactridae","Mactra surf clams"
604548,"Umbrina canariensis","Canary drum"
604326,"Leucoraja naevus","Cuckoo ray"
600476,"Chionodraco rastrospinosus","Ocellated icefish"
600478,"Chaenodraco wilsoni","Spiny icefish"
400384,"Channichthyidae","Crocodile icefishes"
690624,"Pleuroncodes monodon","Squat Lobster"
600447,"Petrus rupestris","Red steenbras"
600395,"Emmelichthys nitidus nitidus","Redbait"
600229,"Pterothrissus belloci","Longfin bonefish"
600167,"Callorhinchus capensis","Cape elephantfish"
400163,"Chlorophthalmidae","Greeneyes"
600420,"Atractoscion aequidens","Geelbeck croaker"
400439,"Bothidae","Lefteye flounders"
605002,"Polydactylus quadrifilis","Giant African threadfin"
690625,"Pleuroncodes planipes","Pelagic red crab"
690606,"Cervimunida johni","Carrot Squat Lobster"
600754,"Maurolicus muelleri","Pearlsides"
690082,"Choromytilus chorus","Choro mussel"
400479,"Inermiidae","Bonnetmouths"
690003,"Pandalus montagui","Aesop shrimp"
605009,"Pseudotolithus senegallus","Law croaker"
690168,"Parapenaeopsis atlantica","Guinea shrimp"
605659,"Valamugil seheli","Bluespot mullet"
600496,"Hyperoglyphe antarctica","Antarctic butterfish"
600357,"Synagrops japonicus","Japanese splitfin"
500716,"Epigonus","Cardinalfishes"
607039,"Dissostichus mawsoni","Antarctic toothfish"
600752,"Isurus oxyrinchus","Shortfin mako"
600484,"Genypterus maculatus","Black cusk-eel"
607047,"Lepidonotothen nudifrons","Gaudy notothen"
400017,"Rhinobatidae","Guitarfishes"
600233,"Coregonus oxyrinchus","Houting"
503328,"Notoscopelus","Lampfish"
490036,"Lithodidae","King crabs"
690013,"Metanephrops andamanicus","Andaman lobster"
600442,"Argyrops spinifer","King soldierbream"
600230,"Alepocephalus bairdii","Bairds smooth-head"
601895,"Caranx ignobilis","Giant trevally"
500116,"Coryphaena","Coryphaena"
604464,"Gnathanodon speciosus","Golden trevally"
690122,"Echinus esculentus","European edible sea urchin"
603255,"Zenopsis nebulosa","Mirror dory"
400243,"Holocentridae","Squirrelfishes soldierfishes"
601753,"Diplodus sargus sargus","White seabream"
604461,"Epinephelus tauvina","Greasy grouper"
603611,"Pseudopentaceros richardsoni","Pelagic armorhead"
607619,"Leucoraja fullonica","Shagreen ray"
400022,"Myliobatidae","Eagle and manta rays"
600054,"Capros aper","Boarfish"
602535,"Alopias vulpinus","Thintail thresher"
602005,"Antimora rostrata","Blue antimora"
607052,"Patagonotothen brevicauda brevicauda","Patagonian rockcod"
690282,"Argopecten ventricosus","Pacific calico scallop"
590074,"Paralomis","Paralomis"
607054,"Trematomus eulepidotus","Blunt scalyhead"
690194,"Haliporoides sibogae","Jack-knife shrimp"
690609,"Haliporoides diomedeae","Chilean nylon shrimp"
690189,"Fenneropenaeus indicus","Indian white prawn"
600972,"Ablennes hians","Flat needlefish"
610308,"Patagonotothen ramsayi","Ramsay's icefish"
690403,"Aristeus varidens","Striped red shrimp"
601466,"Sprattus fuegensis","Falkland sprat"
100195,"Marine shells nei","Ex Mollusca"
600331,"Macrourus berglax","Onion-eye grenadier"
604641,"Dentex congoensis","Congo dentex"
600646,"Aphanopus carbo","Black scabbardfish"
600653,"Centrophorus squamosus","Leafscale gulper shark"
601320,"Beryx splendens","Splendid alfonsino"
602530,"Petromyzon marinus","Sea lamprey"
610220,"Arius thalassinus","Giant seacatfish"
605007,"Pontinus kuhlii","Offshore rockfish"
590117,"Mytilus","Mussels"
601321,"Bothus pantherinus","Leopard flounder"
600045,"Atherina presbyter","Sand smelt"
605983,"Mulloidichthys flavolineatus","Yellowstripe goatfish"
590146,"Spisula","Surf clam"
600336,"Zenopsis conchifer","Silvery John dory"
604538,"Dentex maroccanus","Morocco dentex"
500901,"Serranus","Groupers"
605429,"Halobatrachus didactylus","Lusitanian toadfish"
600637,"Hexanchus griseus","Bluntnose sixgill shark"
600080,"Chanos chanos","Milkfish"
690759,"Pharus legumen","Bean solen"
690425,"Necora puber","Velvet swimcrab"
600093,"Auxis rochei rochei","Bullet tuna"
500351,"Rhinobatos","Guitarfish"
600662,"Centroscymnus coelolepis","Portuguese dogfish"
604330,"Myliobatis aquila","Common eagle ray"
690354,"Martialia hyadesi","Sevenstar flying squid"
600101,"Alosa alosa","Allis shad"
601754,"Diplodus vulgaris","Common two-banded seabream"
400020,"Dasyatidae","Stingrays"
600718,"Oxynotus centrina","Angular roughshark"
602508,"Epigonus telescopus","Bulls-eye"
600669,"Dalatias licha","Kitefin shark"
400066,"Ophichthidae","Snake eels"
300008,"Carcharhiniformes","Ground sharks"
601732,"Mola mola","Ocean sunfish"
607616,"Dipturus oxyrinchus","Longnosed skate"
604702,"Notothenia coriiceps","Yellowbelly rockcod"
601747,"Phycis phycis","Forkbeard"
602497,"Diplodus cervinus cervinus","Zebra seabream"
601692,"Anthias anthias","Swallowtail seaperch"
690399,"Lithodes maia","Stone king crab"
605066,"Pagrus auriga","Redbanded seabream"
601752,"Diplodus annularis","Annular seabream"
600641,"Echinorhinus brucus","Bramble shark"
602577,"Gymnura altavela","Spiny butterfly ray"
600444,"Cheimerius nufar","Santer seabream"
690631,"Spisula ovalis","Venus clam"
608092,"Parapristipoma octolineatum","African striped grunt"
600288,"Galeichthys feliceps","White baggar"
612918,"Seriolella brama","Common warehou"
590073,"Paralithodes","King crabs"
612919,"Seriolella caerulea","White warehou"
690611,"Ibacus ciliatus","Sand Crayfish"
602513,"Myxine glutinosa","Hagfish"
606531,"Acanthopagrus schlegelii schlegelii","Black porgy"
690120,"Metapenaeus endeavouri","Endeavour shrimp"
604540,"Pagrus caeruleostictus","Bluespotted seabream"
590262,"Tellina","Tellins"
604887,"Spicara maena","Blotched picarel"
608852,"Solea senegalensis","Senegalese sole"
603334,"Mycteroperca xenarcha","Broomtail grouper"
600727,"Squatina argentina","Argentine angelshark"
601888,"Alectis alexandrinus","African threadfish"
607614,"Leucoraja circularis","Sandy ray"
600868,"Carcharhinus falciformis","Silky shark"
607046,"Lepidonotothen mizops","Toad notothen"
500477,"Kyphosus","Sea chubs"
610238,"Benthosema pterotum","Skinnycheek lanternfish"
607040,"Gobionotothen acuta","Triangular notothen"
600875,"Carcharhinus longimanus","Oceanic whitetip shark"
690257,"Metanephrops challengeri","New Zealand lobster"
613146,"Hydrolagus novaezealandiae","Dark ghost shark"
590013,"Octopus","Octopuses"
604791,"Mugil soiuy","So-iuy mullet"
602700,"Argentina silus","Greater argentine"
600056,"Cepola macrophthalma","Red bandfish"
690126,"Solen vagina","European razor clam"
602503,"Chimaera monstrosa","Rabbit fish"
590111,"Rapana","Sea snails"
601773,"Trachinotus ovatus","Derbio"
503078,"Hydrolagus","Chimaeras"
400488,"Triakidae","Houndsharks"
608924,"Raja asterias","Starry ray"
690018,"Paralomis spinosissima","Antarctic stone crab"
605038,"Trigla lyra","Piper gurnard"
690595,"Loligo forbesii","Veined Squid"
604313,"Normanichthys crockeri","Normans camote"
602499,"Chelon labrosus","Thicklip grey mullet"
600656,"Centroscyllium fabricii","Black dogfish"
614063,"Mullus argentinae","Argentine goatfish"
608390,"Seriolella porosa","Choicy ruff"
603574,"Diplodus argenteus argenteus","South American silver porgy"
600912,"Sphyrna lewini","Scalloped hammerhead"
607327,"Balistes capriscus","Grey triggerfish"
590252,"Cymbium","Gondolas"
500642,"Etmopterus","Lanternsharks"
601072,"Lampris guttatus","Opah"
690440,"Litopenaeus vannamei","Whiteleg shrimp"
604504,"Psettodes belcheri","Spottail spiny turbot"
601962,"Seriolina nigrofasciata","Blackbanded trevally"
607055,"Trematomus hansoni","Striped rockcod"
500871,"Belone","Needlefishes"
690679,"Chlamys delicatula","Delicate scallop"
400319,"Bramidae","Pomfrets"
600977,"Tylosurus crocodilus crocodilus","Hound needlefish"
590137,"Mulinia","Taquilla clams"
601937,"Chloroscombrus orqueta","Pacific bumper"
690677,"Semele solida","Chilean semele"
400208,"Scomberesocidae","Sauries"
601207,"Epinephelus nigritus","Warsaw grouper"
607120,"Mancopsetta maculata antarctica","Antarctic armless flounder"
604961,"Epinephelus goreensis","Dungat grouper"
607617,"Raja undulata","Undulate ray"
607126,"Muraenolepis microps","Smalleye moray cod"
606953,"Amblyraja georgiana","Antarctic starry skate"
607048,"Lepidonotothen larseni","Lepidonotothen larseni"
690217,"Solenocera agassizii","Kolibri shrimp"
601827,"Merluccius angustimanus","Panama hake"
603267,"Regalecus glesne","King of herrings"
500211,"Trachipterus","Deaf fishes"
504943,"Pterygotrigla","Pterygotrigla"
603915,"Tetrapturus angustirostris","Shortbill spearfish"
601078,"Lophius gastrophysus","Blackfin goosefish"
612354,"Paristiopterus labiosus","Giant boarfish"
608483,"Lepidorhynchus denticulatus","Thorntooth grenadier"
601734,"Mora moro","Common mora"
601042,"Lepidocybium flavobrunneum","Escolar"
600917,"Sphyrna zygaena","Smooth hammerhead"
601609,"Konosirus punctatus","Konoshiro gizzard shad"
490042,"Aristeidae","Aristeid shrimps"
606507,"Sargocentron spiniferum","Sabre squirrelfish"
690692,"Chione stutchburyi","Stutchbury's venus"
608173,"Girella tricuspidata","Luderick"
400249,"Zeidae","Dories"
614242,"Centriscops humerosus","Banded yellowfish"
614129,"Centroberyx affinis","Redfish"
601867,"Lethrinus atlanticus","Atlantic emperor"
400460,"Pomacanthidae","Angelfishes"
690612,"Lithodes aequispinus","Same-spine stone crab"
400236,"Trachichthyidae","Slimeheads"
390017,"Stomatopoda","Mantis shrimps"
690629,"Tivela mactroides","Trigonal tivela"
690620,"Paralithodes brevipes","Spiny king crab"
600874,"Carcharhinus limbatus","Blacktip shark"
690622,"Paralithodes platypus","Blue King Crab"
690608,"Erimacrus isenbeckii","Hair Crab"
590103,"Euphausia","Euphausia"
690617,"Pandalus hypsinotus","Humpback shrimp"
690615,"Pandalopsis japonica","Sidestripe shrimp"
603989,"Sebastes pinniger","Canary rockfish"
602534,"Alopias superciliosus","Bigeye thresher"
603971,"Sebastes goodei","Chilipepper"
690660,"Pandalus jordani","Ocean shrimp"
590260,"Sclerocrangon","Sculptured shrimps"
603987,"Sebastes paucispinis","Bocaccio"
607151,"Pseudocyttus maculatus","Smooth oreo"
690470,"Ommastrephes bartramii","Neon flying squid"
690651,"Clinocardium nuttallii","Nuttall cockle"
600753,"Isurus paucus","Longfin mako"
606465,"Epinephelus coioides","Orange-spotted grouper"
601452,"Chirocentrus nudus","Whitefin wolf-herring"
609146,"Neocyttus rhomboidalis","Spiky oreo"
604247,"Microstomus pacificus","Dover sole"
601950,"Scomberoides commersonnianus","Talang queenfish"
600878,"Carcharhinus obscurus","Dusky shark"
604824,"Otolithes ruber","Tiger-toothed croaker"
600747,"Carcharias taurus","Sand tiger shark"
604237,"Eopsetta jordani","Petrale sole"
690618,"Pandalus kessleri","Grass shrimp"
606006,"Pomadasys kaakan","Javelin grunter"
601963,"Trachinotus blochii","Snubnose pompano"
604559,"Nemipterus japonicus","Japanese threadfin bream"
605081,"Trigloporus lastoviza","Streaked gurnard"
600264,"Lutjanus johnii","Johns snapper"
607152,"Zanclorhynchus spinifer","Spiny horsefish"
290022,"Crustacea","Crustaceans"
605503,"Rhynchobatus djiddensis","Giant guitarfish"
614383,"Scarus persicus","Gulf parrotfish"
600162,"Lutjanus malabaricus","Malabar blood snapper"
601846,"Lethrinus nebulosus","Spangled emperor"
690658,"Loligo opalescens","California market squid"
604543,"Acanthopagrus bifasciatus","Twobar seabream"
601964,"Trachinotus mookalee","Indian pompano"
601205,"Epinephelus flavolimbatus","Yellowedge grouper"
601133,"Anchoa hepsetus","Broad-striped anchovy"
400446,"Ostraciidae","Boxfishes (cowfish and trunkfish)"
600213,"Rhomboplites aurorubens","Vermilion snapper"
614354,"Lepidoperca pulchella","Orange perch"
504054,"Muraenolepis","Moray cods"
604248,"Parophrys vetulus","English sole"
601879,"Microgadus proximus","Pacific tomcod"
504872,"Dissostichus","Toothfishes"
600027,"Lepidorhombus boscii","Fourspotted megrim"
690616,"Pandalus goniurus","Humpy shrimp"
690325,"Paralomis aculeata","Red stone crab"
602531,"Notorynchus cepedianus","Broadnose sevengill shark"
600864,"Carcharhinus brachyurus","Copper shark"
604238,"Glyptocephalus zachirus","Rex sole"
400313,"Echeneidae","Remoras"
607903,"Pomacanthus maculosus","Yellowbar angelfish"
604255,"Psettichthys melanostictus","West American sand sole"
604228,"Paralichthys californicus","California flounder"
615483,"Himantura gerrardi","Sharpnose stingray"
604458,"Terapon jarbua","Jarbua terapon"
500638,"Isurus","Mako sharks"
600687,"Etmopterus spinax","Velvet belly lantern shark"
604140,"Scorpaenichthys marmoratus","Cabezon"
601213,"Mycteroperca phenax","Scamp"
628128,"Grammoplites suppositus","Spotfin flathead"
600670,"Deania calcea","Birdbeak dogfish"
603539,"Caulolatilus princeps","Ocean whitefish"
602540,"Mustelus henlei","Brown smooth-hound"
605492,"Raja microocellata","Small-eyed ray"
690610,"Heterocarpus vicarius","Northern nylon shrimp"
603671,"Semicossyphus pulcher","California sheephead"
690628,"Sicyonia ingentis","Ridgeback shrimp"
590248,"Callianassa","Ghost shimps"
400002,"Myxinidae","Hagfishes"
603920,"Hyperoglyphe bythites","Black driftfish"
690279,"Ostrea lurida","Olympia flat oyster"
590062,"Callinectes","Blue crabs"
605938,"Mustelus asterias","Starry smooth-hound"
600072,"Gobius niger","Black goby"
604996,"Mustelus mustelus","Smooth-hound"
600751,"Carcharodon carcharias","Great white shark"
600983,"Caulolatilus chrysops","Atlantic goldeye tilefish"
601403,"Lutjanus analis","Mutton snapper"
601749,"Diplodus puntazzo","Sharpsnout seabream"
600807,"Galeus melastomus","Blackmouth catshark"
602561,"Dipturus laevis","Barndoor skate"
600185,"Lutjanus vivanus","Silk snapper"
605537,"Bolbometopon muricatum","Green humphead parrotfish"
400440,"Pleuronectidae","Righteye flounders"
601077,"Lobotes surinamensis","Atlantic tripletail"
601869,"Monotaxis grandoculis","Humpnose big-eye bream"
607082,"Pogonophryne permitini","Pogonophryne permitini"
607354,"Epinephelus multinotatus","White-blotched grouper"
604009,"Sebastolobus alascanus","Shortspine thornyhead"
601893,"Atule mate","Yellowtail scad"
501464,"Pristiophorus","Sawsharks"
603810,"Anarhichas denticulatus","Northern wolffish"
601847,"Lethrinus obsoletus","Orange-striped emperor"
604215,"Citharichthys sordidus","Pacific sanddab"
606441,"Aethaloperca rogaa","Redmouth grouper"
590269,"Tresus","Gaper clams"
607703,"Plectorhinchus gaterinus","Blackspotted rubberlips"
607931,"Crenidens crenidens","Karenteen seabream"
606447,"Cephalopholis hemistiktos","Yellowfin hind"
604827,"Sphyraena jello","Pickhandle barracuda"
600265,"Lutjanus gibbus","Humpback red snapper"
500640,"Galeus","Catsharks"
605889,"Scolopsis taeniatus","Black-streaked monocle bream"
601845,"Lethrinus microdon","Smalltooth emperor"
600663,"Centroselachus crepidater","Longnose velvet dogfish"
601208,"Epinephelus niveatus","Snowy grouper"
605526,"Acanthopagrus berda","Picnic seabream"
601216,"Mycteroperca venenosa","Yellowfin grouper"
604740,"Acanthurus sohal","Sohal surgeonfish"
607706,"Plectorhinchus schotaf","Minstrel sweetlip"
606450,"Cephalopholis miniata","Coral hind"
604460,"Epinephelus fuscoguttatus","Brown-marbled grouper"
600172,"Lutjanus quinquelineatus","Five-lined snapper"
605996,"Gerres oyena","Common silver-biddy"
600156,"Lutjanus kasmira","Common bluestripe snapper"
590079,"Metanephrops","Lobsterette"
608166,"Rhabdosargus haffara","Haffara seabream"
601889,"Alepes djedaba","Shrimp scad"
602060,"Dasyatis pastinaca","Common stingray"
601953,"Scomberoides tol","Needlescaled queenfish"
605524,"Epinephelus chlorostigma","Brownspotted grouper"
604493,"Sphyraena obtusata","Obtuse barracuda"
601926,"Carangoides fulvoguttatus","Yellowspotted trevally"
400010,"Scyliorhinidae","Cat sharks"
603979,"Sebastes melanops","Black rockfish"
605354,"Variola louti","Yellow-edged lyretail"
601917,"Caranx sexfasciatus","Bigeye trevally"
601863,"Lethrinus lentjan","Pink ear emperor"
606082,"Plectropomus areolatus","Squaretail coralgrouper"
607366,"Epinephelus summana","Summan grouper"
604465,"Diagramma pictum","Painted sweetlips"
601852,"Lethrinus xanthochilus","Yellowlip emperor"
690675,"Tapes rhomboides","Banded carpet shell"
690383,"Metapenaeus monoceros","Speckled shrimp"
601843,"Lethrinus mahsena","Sky emperor"
690694,"Nematopalaemon schmitti","Whitebelly prawn"
608315,"Plectorhinchus pictus","Trout sweetlips"
600083,"Aphareus rutilans","Rusty jobfish"
605367,"Epinephelus areolatus","Areolate grouper"
606396,"Cephalopholis argus","Peacock hind"
601209,"Mycteroperca bonaci","Black grouper"
601906,"Caranx melampygus","Bluefin trevally"
690684,"Eledone cirrhosa","Horned octopus"
605353,"Epinephelus morrhua","Comet grouper"
601417,"Lutjanus bohar","Two-spot red snapper"
604544,"Sillago sihama","Silver sillago"
646376,"Liza klunzingeri","Klunzingers mullet"
508611,"Bathyraja","Skates"
601851,"Lethrinus harak","Thumbprint emperor"
606951,"Bathyraja meridionalis","Dark-belly skate"
607430,"Plectropomus pessuliferus","Roving coralgrouper"
605094,"Lophius budegassa","Black-bellied angler"
690682,"Tawera gayi","Gay's little venus"
602557,"Leucoraja erinacea","Little skate"
605548,"Scarus ghobban","Blue-barred parrotfish"
601844,"Lethrinus borbonicus","Snubnose emperor"
690665,"Upogebia pugettensis","Blue mud shrimp"
604252,"Pleuronichthys decurrens","Curlfin sole"
690598,"Scyllarides latus","Mediterranean slipper lobster"
601212,"Mycteroperca microlepis","Gag"
603594,"Girella nigricans","Opaleye"
690680,"Palaemon longirostris","Delta prawn"
